,Word,Pinyin,Level,First Translation,Other Translations,Duplicate Pinyin
5922,套裝,tàozhuāng,7,outfit or suit (of clothes),"set of coordinated items, kit",
5923,特此,tècǐ,7,hereby,,
5924,特區,tèqū,7,special administrative region,abbr. for 特別行政區|特别行政区,
5925,特權,tèquán,7,prerogative,"privilege, privileged",
5926,特約,tèyuē,7,specially engaged,employed or commissioned for a special task,
5927,特徵,tèzhēng,7,characteristic,"diagnostic property, distinctive feature, trait",
5928,疼愛,téngài,7,to love dearly,,
5929,剔除,tīchú,7,to reject,"to discard, to get rid of",
5930,啼,tí,7,variant of 啼[ti2],,Duplicate Pinyin
5931,提拔,tíbá,7,to promote to a higher job,to select for promotion,
5932,提倡,tíchàng,7,to promote,to advocate,
5933,提出,tíchū,7,to raise (an issue),"to propose, to put forward, to suggest, to post (on a website), to withdraw (cash)",
5934,提及,tíjí,7,to mention,"to raise (a subject), to bring to sb's attention",
5935,提名,tímíng,7,to nominate,,
5936,提升,tíshēng,7,to promote,to upgrade,
5937,提議,tíyì,7,proposal,"suggestion, to propose, to suggest",
5938,體操,tǐcāo,7,gymnastic,gymnastics,
5939,體格,tǐgé,7,bodily health,"one's physical state, physique",
5940,體積,tǐjī,7,volume,"bulk, CL:個|个[ge4]",
5941,體諒,tǐliang,7,to empathize,"to allow (for sth), to show understanding, to appreciate",
5942,體面,tǐmiàn,7,dignity,"face (as in ""losing face""), honorable, creditable, (of sb's appearance) presentable, respectable",
5943,體系,tǐxì,7,system,"setup, CL:個|个[ge4]",
5944,體質,tǐzhí,7,constitution,,
5945,替代,tìdài,7,to substitute for,"to replace, to supersede",
5946,添,tiān,7,to add,"to increase, to replenish",
5947,天敵,tiāndí,7,predator,natural enemy,
5948,天然氣,tiānránqì,7,natural gas,,
5949,天性,tiānxìng,7,nature,innate tendency,
5950,天災,tiānzāi,7,natural disaster,,
5951,田地,tiándì,7,field,"farmland, cropland, plight, extent",
5952,田徑,tiánjìng,7,track and field (athletics),,
5953,甜美,tiánměi,7,sweet,"pleasant, happy",
5954,挑剔,tiāoti,7,picky,fussy,
5955,調和,tiáohé,7,harmonious,"to mediate, to reconcile, to compromise, mediation, to mix, to blend, blended, to season, seasoning, to placate",
5956,調節,tiáojié,7,to adjust,"to regulate, to harmonize, to reconcile (accountancy etc)",
5957,調皮,tiáopí,7,naughty,"mischievous, unruly",
5958,條例,tiáolì,7,regulations,"rules, code of conduct, ordinances, statutes",
5959,聽寫,tīngxiě,7,(of a pupil) to write down (in a dictation exercise),"dictation, (music) to transcribe by ear",
5960,停頓,tíngdùn,7,to halt,"to break off, pause (in speech)",
5961,停留,tíngliú,7,to stay somewhere temporarily,to stop over,
5962,停滯,tíngzhì,7,stagnation,"at a standstill, bogged down",
5963,通報,tōngbào,7,to inform,"to notify, to announce, circular, bulletin, (scientific) journal",
5964,通車,tōngchē,7,"to open to traffic (e.g. new bridge, rail line etc)","(of a locality) to have a transportation service, (Tw) to commute",
5965,通稱,tōngchēng,7,generic term,general name for sth,
5966,通貨膨脹,tōnghuòpéngzhàng,7,inflation,,
5967,通緝,tōngqì,7,to order the arrest of sb as criminal,to list as wanted,
5968,通行,tōngxíng,7,to go through,"to pass through, to be in general use",
5969,通用,tōngyòng,7,common (use),interchangeable,
5970,同伴,tóngbàn,7,companion,"comrade, fellow",
5971,同化,tónghuà,7,"assimilation (cultural, digestive, phonemic etc)",,
5972,同鄉,tóngxiāng,7,"person from the same village, town, or province",,
5973,同心,tóngxīn,7,to be of one mind,"united, concentric, Tongxin county in Wuzhong 吳忠|吴忠[Wu2 zhong1], Ningxia",
5974,同性戀,tóngxìngliàn,7,homosexuality,"gay person, gay love",
5975,同業,tóngyè,7,same trade or business,person in the same trade or business,
5976,統統,tǒngtǒng,7,totally,,
5977,統制,tǒngzhì,7,to control,,Duplicate Pinyin
5978,痛恨,tònghèn,7,to detest,"to loathe, to abhor",
5979,偷渡,tōudù,7,illegal immigration,"to stowaway (on a ship), to steal across the international border, to run a blockade",
5980,偷懶,tōulǎn,7,to goof off,to be lazy,
5981,投保,tóubǎo,7,to take out insurance,to insure,
5982,投機,tóujī,7,to speculate (on financial markets),"opportunistic, congenial, agreeable",
5983,透明,tòumíng,7,transparent,open (non-secretive),
5984,徒弟,túdì,7,apprentice,disciple,
5985,突擊,tújí,7,sudden and violent attack,"assault, fig. rushed job, concentrated effort to finish a job quickly",
5986,突兀,túwù,7,lofty or towering,sudden or abrupt,
5987,圖表,túbiǎo,7,chart,diagram,
5988,圖畫,túhuà,7,drawing,picture,
5989,圖騰,túténg,7,totem (loanword),,
5990,土壤,tǔrǎng,7,soil,,
5991,團聚,tuánjù,7,to reunite,to have a reunion,
5992,團員,tuányuán,7,member,group member,Duplicate Pinyin
5993,推測,tuīcè,7,speculation,"to conjecture, to surmise, to speculate",
5994,推崇,tuīchóng,7,to esteem,"to think highly of, to accord importance to, to revere",
5995,推出,tuīchū,7,to push out,"to release, to launch, to publish, to recommend",
5996,推選,tuīxuǎn,7,to elect,"to choose, to nominate",
5997,退化,tuìhuà,7,to degenerate,atrophy,
5998,吞吞吐吐,tūntūntǔtǔ,7,to hum and haw (idiom); to mumble as if hiding sth,"to speak and break off, then start again, to hold sth back",
5999,拖累,tuōlèi,7,to encumber,"to be a burden on, to implicate",
6000,拖延,tuōyán,7,to delay,"to put off, to procrastinate",
6001,脫身,tuōshēn,7,to get away,"to escape (from obligations), to free oneself, to disengage",
6002,脫手,tuōshǒu,7,(not of regular commerce) to sell or dispose of (goods etc),"to get rid of, to unload",
6003,瓦斯,wǎsī,7,gas (loanword),,
6004,外表,wàibiǎo,7,external,"outside, outward appearance",
6005,外號,wàihào,7,nickname,,
6006,外力,wàilì,7,external force,pressure from outside,
6007,外貿,wàimào,7,foreign trade,,
6008,外線,wàixiàn,7,,,
6009,外銷,wàixiāo,7,to export,to sell abroad,
6010,外遇,wàiyù,7,extramarital affair,,
6011,外在,wàizài,7,external,extrinsic,
6012,外資,wàizī,7,foreign investment,,
6013,外祖父,wàizǔfù,7,maternal grandfather (i.e. mother's father),,
6014,外祖母,wàizǔmǔ,7,mother's mother,maternal grandmother,
6015,彎曲,wānqū,7,to bend,"to curve around, curved, crooked, to wind, to warp",
6016,完備,wánbèi,7,faultless,"complete, perfect, to leave nothing to be desired",
6017,完美,wánměi,7,perfect,"perfection, perfectly",
6018,玩弄,wánnòng,7,to play with,"to toy with, to dally with, to engage in, to resort to",
6019,頑強,wánqiáng,7,tenacious,hard to defeat,
6020,挽,wǎn,7,to draw (a cart),"to lament the dead, variant of 挽[wan3]",Duplicate Pinyin
6021,挽救,wǎnjiù,7,to save,"to remedy, to rescue",
6022,萬分,wànfēn,7,very much,"extremely, one ten thousandth part",
6023,萬事,wànshì,7,all things,,
6024,萬歲,wànsuì,7,"Long live (the king, the revolution etc)!","Your Majesty, His Majesty",
6025,萬萬,wànwàn,7,absolutely,wholly,
6026,萬物,wànwù,7,all living things,,
6027,惋惜,wànxí,7,to regret,"to feel that it is a great pity, to feel sorry for sb",
6028,亡國,wángguó,7,(of a nation) to be destroyed,"subjugation, vanquished nation",
6029,往來,wǎnglái,7,dealings,"contacts, to go back and forth",
6030,旺季,wàngjì,7,busy season,"peak period, see also 淡季[dan4 ji4]",Duplicate Pinyin
6031,旺盛,wàngshèng,7,vigorous,exuberant,
6032,威風,wēifēng,7,might,"awe-inspiring authority, impressive",
6033,威力,wēilì,7,might,formidable power,
6034,萎縮,wēisuō,7,to wither,"to dry up (of a plant), to atrophy (of muscle, social custom etc)",
6035,為人,wéirén,7,to conduct oneself,"behavior, conduct, personal character, for sb, for others' interest",
6036,為生,wéishēng,7,to make a living,,
6037,為首,wéishǒu,7,head,be headed by,
6038,為止,wéizhǐ,7,until,(used in combination with words like 到[dao4] or 至[zhi4] in constructs of the form 到...為止|到...为止),
6039,違背,wéibèi,7,to go against,"to be contrary to, to violate",
6040,違約,wéiyuē,7,to break a promise,"to violate an agreement, to default (on a loan or contract)",
6041,危害,wéihài,7,to jeopardize,"to harm, to endanger, harmful effect, damage, CL:個|个[ge4]",
6042,圍巾,wéijīn,7,scarf,"shawl, CL:條|条[tiao2]",
6043,圍牆,wéiqiáng,7,perimeter wall,"fence, CL:道[dao4]",
6044,圍繞,wéirào,7,to revolve around,to center on (an issue),
6045,微弱,wéiruò,7,weak,"faint, feeble",
6046,微小,wéixiǎo,7,minute (i.e. extremely small),infinitesimal,
6047,維生素,wéishēngsù,7,vitamin,,
6048,胃,wèi,7,stomach,CL:個|个[ge4],
6049,胃口,wèikǒu,7,appetite,liking,
6050,未必,wèibì,7,not necessarily,maybe not,
6051,未婚夫,wèihūnfū,7,fiancé,,
6052,未婚妻,wèihūnqī,7,fiancée,,
6053,未免,wèimiǎn,7,unavoidably,"can't help, really, rather",
6054,溫帶,wēndài,7,temperate zone,,
6055,溫泉,wēnquán,7,hot spring,"spa, onsen, Arishang Nahiyisi or Wenquan county in Börtala Mongol autonomous prefecture 博爾塔拉蒙古自治州|博尔塔拉蒙古自治州, Xinjiang",
6056,溫習,wēnxí,7,to review (a lesson etc),,
6057,溫馴,wēnxún,7,docile,"meek, harmless, moderate and obedient, tame",
6058,瘟疫,wēnyì,7,epidemic,"plague, pestilence, diseased",
6059,文明,wénmíng,7,civilized,"civilization, culture, CL:個|个[ge4]",Duplicate Pinyin
6060,文壇,wéntán,7,literary circles,,
6061,文獻,wénxiàn,7,document,,
6062,聞名,wénmíng,7,well-known,"famous, renowned, eminent",Duplicate Pinyin
6063,穩健,wěnjiàn,7,firm,stable and steady,
6064,紊亂,wènluàn,7,disorder,chaos,
6065,問世,wènshì,7,to be published,to come out,
6066,烏龜,wūguī,7,tortoise,cuckold,
6067,烏龍茶,wūlóngchá,7,oolong tea,,
6068,烏鴉,wūyā,7,crow,raven,
6069,汙染,wūrǎn,7,,,Duplicate Pinyin
6070,無比,wúbǐ,7,incomparable,matchless,
6071,無線電,wúxiàndiàn,7,wireless,,
6072,無形,wúxíng,7,incorporeal,"virtual, formless, invisible (assets), intangible",
6073,無疑,wúyí,7,no doubt,undoubtedly,
6074,五金,wǔjīn,7,metal hardware (nuts and bolts),"the five metals: gold, silver, copper, iron and tin 金銀銅鐵錫|金银铜铁锡",
6075,武力,wǔlì,7,military force,,
6076,武士,wǔshì,7,warrior,samurai,
6077,武裝,wǔzhuāng,7,arms,"equipment, to arm, military, armed (forces)",
6078,侮辱,wǔrù,7,to insult,"to humiliate, dishonor",
6079,物產,wùchǎn,7,products,"produce, natural resources",
6080,物品,wùpǐn,7,articles,"goods, materials",
6081,物體,wùtǐ,7,object,"body, substance",
6082,物資,wùzī,7,goods,supplies,
6083,誤差,wùchā,7,difference,"error, inaccuracy",
6084,誤解,wùjiě,7,to misunderstand,"to misread, misunderstanding",
6085,務實,wùshí,7,pragmatic,dealing with concrete issues,
6086,西服,xīfú,7,suit,Western-style clothes (historical usage),
6087,西洋,xīyáng,7,the West (Europe and North America),countries of the Indian Ocean (traditional),
6088,西醫,xīyī,7,Western medicine,a doctor trained in Western medicine,
6089,溪流,xīliú,7,stream,,
6090,席位,xíwèi,7,"a seat (in a theater, stadium etc)",parliamentary or congressional seat,
6091,錫,xí,7,tin (chemistry),"to bestow, to confer, to grant, Taiwan pr. [xi2]",
6092,襲擊,xíjí,7,attack (esp. surprise attack),"raid, to attack",
6093,昔日,xírì,7,formerly,in olden days,
6094,習題,xítí,7,(schoolwork) exercise,"problem, question",
6095,洗禮,xǐlǐ,7,baptism (lit. or fig.),,
6096,喜氣,xǐqì,7,hilarity,cheerful atmosphere,
6097,喜悅,xǐyuè,7,happy,joyous,
6098,戲曲,xìqǔ,7,Chinese opera,,
6099,瑕疵,xiácī,7,blemish,"flaw, defect",
6100,峽谷,xiágǔ,7,canyon,"gill, ravine",
6101,狹小,xiáxiǎo,7,narrow,,
6102,狹窄,xiázhǎi,7,narrow,,
6103,下筆,xiàbǐ,7,to put pen to paper,,
6104,下跌,xiàdié,7,to fall,to tumble,
6105,下滑,xiàhuá,7,sliding,slide,
6106,下列,xiàliè,7,following,,
6107,下水,xiàshuǐ,7,downstream,"to go into the water, to put into water, to launch (a ship), fig. to fall into bad ways, to lead astray, to go to pot, offal, viscera, tripe",
6108,下水道,xiàshuǐdào,7,sewer,,
6109,下旬,xiàxún,7,last third of the month,,
6110,掀,xiān,7,to lift (a lid),"to rock, to convulse",
6111,仙丹,xiāndān,7,elixir,magic potion,
6112,先後,xiānhòu,7,early or late,"priority, in succession, one after another",
6113,先驅,xiānqū,7,pioneer,,
6114,先天,xiāntiān,7,inborn,"innate, natural",
6115,鮮明,xiānmíng,7,bright,"clear-cut, distinct",
6116,鮮艶,xiānyàn,7,,,
6117,纖維,xiānwéi,7,fiber,CL:種|种[zhong3],
6118,嫌疑,xiányí,7,suspicion,to have suspicions,
6119,顯現,xiǎnxiàn,7,appearance,to appear,
6120,限度,xiàndù,7,limitation,limit,
6121,憲法,xiànfǎ,7,constitution (of a country),CL:部[bu4],
6122,線路,xiànlù,7,line,"circuit, wire, road, railway track, bus route",
6123,陷入,xiànrù,7,to sink into,"to get caught up in, to land in (a predicament)",
6124,獻身,xiànshēn,7,to commit one's energy to,"to devote oneself to, to sacrifice one's life for, (coll.) (of a woman) to give one's virginity to",
6125,現今,xiànjīn,7,now,"nowadays, modern",Duplicate Pinyin
6126,現行,xiànxíng,7,to be in effect,"in force, current",
6127,現狀,xiànzhuàng,7,current situation,,
6128,相傳,xiāngchuán,7,to pass on,"to hand down, tradition has it that ..., according to legend",
6129,相仿,xiāngfǎng,7,similar,,
6130,相符,xiāngfú,7,to match,to tally,
6131,相繼,xiāngjì,7,in succession,following closely,
6132,相配,xiāngpèi,7,to match,well-suited,
6133,鄉土,xiāngtǔ,7,native soil,"one's native land, one's hometown, local (to an area)",
6134,香皂,xiāngzào,7,perfumed soap,"toilet soap, CL:塊|块[kuai4]",
6135,鑲,xiāng,7,to inlay,"to embed, ridge, border",
6136,想開,xiǎngkāi,7,"to get over (a shock, bereavement etc)","to avoid dwelling on unpleasant things, to accept the situation and move on",
6137,響亮,xiǎngliàng,7,loud and clear,resounding,
6138,嚮導,xiàngdǎo,7,guide,,
6139,嚮往,xiàngwǎng,7,to yearn for,to look forward to,
6140,象徵,xiàngzhēng,7,emblem,"symbol, token, badge, to symbolize, to signify, to stand for",
6141,消毒,xiāodú,7,to disinfect,to sterilize,
6142,消防,xiāofáng,7,firefighting,fire control,
6143,消耗,xiāohào,7,to use up,to consume,
6144,消遣,xiāoqiǎn,7,to while the time away,"amusement, pastime, recreation, to make sport of",
6145,瀟灑,xiāosǎ,7,confident and at ease,free and easy,
6146,逍遙,xiāoyáo,7,free and unfettered,,
6147,小販,xiǎofàn,7,peddler,hawker,
6148,小伙,xiǎohuǒzi,7,young guy,"lad, youngster, CL:個|个[ge4]",
6149,效法,xiàofǎ,7,to imitate,to follow the example of,
6150,效勞,xiàoláo,7,to serve (in some capacity),to work for,
6151,效力,xiàolì,7,effectiveness,"positive effect, to serve (in some capacity)",
6152,效忠,xiàozhōng,7,to vow loyalty and devotion to,,
6153,笑嘻嘻,xiàoxīxī,7,,,
6154,孝子,xiàozǐ,7,filial son,,
6155,協辦,xiébàn,7,to assist,"to help sb do sth, to cooperate in doing sth",
6156,協定,xiédìng,7,(reach an) agreement,protocol,
6157,協會,xiéhuì,7,an association,"a society, CL:個|个[ge4],家[jia1]",
6158,協商,xiéshāng,7,to consult with,"to talk things over, agreement",
6159,協調,xiétiáo,7,to coordinate,"to harmonize, to fit together, to match (colors etc), harmonious, concerted",
6160,協議,xiéyì,7,agreement,"pact, protocol, CL:項|项[xiang4]",
6161,血汗,xiěhàn,7,blood and sweat,sweat and toil,
6162,血跡,xiějī,7,bloodstain,,
6163,血壓,xiěyā,7,blood pressure,,
6164,寫實,xiěshí,7,realism,"realistic portrayal, realistic, true to life",
6165,寫作,xiězuò,7,to write,"to compose, writing, written works",
6166,洩氣,xièqì,7,to leak (gas),"to be discouraged, to despair, (disparaging) pathetic, to vent one's anger, (of a tire) to be flat",
6167,心愛,xīnài,7,beloved,,
6168,心軟,xīnruǎn,7,to be softhearted,"to be tenderhearted, to be kindhearted",
6169,心事,xīnshi,7,a load on one's mind,"worry, CL:宗[zong1],樁|桩[zhuang1]",
6170,心思,xīnsī,7,mind,"thoughts, inclination, mood",
6171,心酸,xīnsuān,7,to feel sad,,Duplicate Pinyin
6172,心態,xīntài,7,attitude (of the heart),"state of one's psyche, way of thinking, mentality",
6173,心疼,xīnténg,7,to love dearly,"to feel sorry for sb, to regret, to grudge, to be distressed",
6174,心胸,xīnxiōng,7,breadth of mind,,
6175,辛勤,xīnqín,7,hardworking,industrious,
6176,辛酸,xīnsuān,7,pungent (taste),"bitter, fig. sad, miserable",Duplicate Pinyin
6177,新潮,xīncháo,7,modern,fashionable,
6178,新手,xīnshǒu,7,new hand,"novice, raw recruit",
6179,新穎,xīnyǐng,7,lit. new bud,fig. new and original,
6180,信賴,xìnlài,7,to trust,"to have confidence in, to have faith in, to rely on",
6181,信念,xìnniàn,7,faith,"belief, conviction",
6182,信徒,xìntú,7,believer,,
6183,信息,xìnxí,7,information,"news, message",
6184,星辰,xīngchén,7,stars,,
6185,星座,xīngzuò,7,constellation,"astrological sign, CL:張|张[zhang1]",
6186,興建,xīngjiàn,7,to build,to construct,
6187,興隆,xīnglóng,7,prosperous,"thriving, flourishing, Xinglong county in Chengde 承德[Cheng2 de2], Hebei",
6188,興起,xīngqǐ,7,to rise,"to spring up, to burgeon, to be aroused, to come into vogue",
6189,行善,xíngshàn,7,to do good works,to be merciful,
6190,行使,xíngshǐ,7,to exercise (a right etc),,
6191,行星,xíngxīng,7,planet,CL:顆|颗[ke1],
6192,行政,xíngzhèng,7,administrative,executive (attributive),
6193,刑事,xíngshì,7,criminal,penal,Duplicate Pinyin
6194,形勢,xíngshì,7,circumstances,"situation, terrain, CL:個|个[ge4]",Duplicate Pinyin
6195,形態,xíngtài,7,shape,"form, pattern, morphology",Duplicate Pinyin
6196,形體,xíngtǐ,7,figure,"physique, form and structure",
6197,形形色色,xíngxíngsèsè,7,all kinds of,"all sorts of, every (different) kind of",
6198,型態,xíngtài,7,form,"shape, type, style, pattern",Duplicate Pinyin
6199,性能,xìngnéng,7,function,performance,
6200,性情,xìngqing,7,nature,temperament,
6201,興致,xìngzhì,7,mood,"spirits, interest",
6202,胸口,xiōngkǒu,7,pit of the stomach,,
6203,修補,xiūbǔ,7,to mend,,
6204,修訂,xiūdìng,7,to revise,,
6205,修建,xiūjiàn,7,to build,to construct,
6206,修女,xiūnǚ,7,nun or sister (of the Roman Catholic or Greek Orthodox churches),,
6207,修養,xiūyǎng,7,accomplishment,"training, self-cultivation",
6208,修築,xiūzhú,7,to build,,
6209,繡,xiù,7,to embroider,embroidery,
6210,虛擬,xūnǐ,7,to imagine,"to make up, fictitious, theoretical, hypothetical, (computing) to emulate, virtual",
6211,虛心,xūxīn,7,open-minded,humble,
6212,許久,xǔjiǔ,7,for a long time,for ages,
6213,許可,xǔkě,7,to allow,to permit,
6214,酗酒,xùjiǔ,7,heavy drinking,"to get drunk, to drink to excess",
6215,序幕,xùmù,7,prologue,,
6216,敘述,xùshù,7,to relate (a story or information),"to tell or talk about, to recount, narration, telling, narrative, account",
6217,宣稱,xuānchēng,7,to assert,to claim,
6218,宣告,xuāngào,7,to declare,to proclaim,
6219,宣示,xuānshì,7,to vow,to pledge,Duplicate Pinyin
6220,宣誓,xuānshì,7,to swear an oath (of office),to make a vow,Duplicate Pinyin
6221,宣言,xuānyán,7,declaration,manifesto,
6222,宣揚,xuānyáng,7,to proclaim,to make public or well known,
6223,旋律,xuánlǜ,7,melody,rhythm,
6224,旋轉,xuánzhuǎn,7,to rotate,"to revolve, to spin, to whirl",
6225,懸殊,xuánshū,7,widely different,large disparity,
6226,懸崖,xuányái,7,precipice,overhanging cliff,
6227,選拔,xuǎnbá,7,to select the best,,
6228,選購,xuǎngòu,7,to select and purchase,to buy,
6229,選民,xuǎnmín,7,voter,"constituency, electorate",
6230,選票,xuǎnpiào,7,a vote,"ballot, CL:張|张[zhang1]",
6231,選修,xuǎnxiū,7,optional course (in school),to take an optional course,
6232,學分,xuéfēn,7,course credit,,
6233,學科,xuékē,7,subject,"branch of learning, course, academic discipline",
6234,學年,xuénián,7,academic year,,
6235,學識,xuéshì,7,erudition,scholarly knowledge,
6236,學說,xuéshuō,7,theory,doctrine,
6237,學徒,xuétú,7,apprentice,,
6238,學員,xuéyuán,7,student,"member of an institution of learning, officer cadet",
6239,學制,xuézhì,7,educational system,length of schooling,
6240,雪人,xuěrén,7,snowman,yeti,
6241,削弱,xuèruò,7,to weaken,"to impair, to cripple",
6242,巡邏,xúnluó,7,"to patrol (police, army or navy)",,
6243,巡視,xúnshì,7,to patrol,"to make a tour, to inspect, to scan with one's eyes",
6244,詢問,xúnwèn,7,to inquire,,
6245,鴉片,yāpiàn,7,opium (loanword),,
6246,壓歲錢,yāsuìqián,7,money given to children as new year present,,
6247,壓縮,yāsuō,7,to compress,compression,
6248,壓制,yāzhì,7,to suppress,"to inhibit, to stifle",
6249,牙科,yákē,7,dentistry,,
6250,芽,yá,7,bud,sprout,
6251,亞軍,yàjūn,7,second place (in a sports contest),runner-up,
6252,亞洲,yàzhōu,7,Asia,abbr. for 亞細亞洲|亚细亚洲[Ya4 xi4 ya4 Zhou1],
6253,淹,yān,7,to flood,"to submerge, to drown, to irritate the skin (of liquids), to delay",
6254,研究所,yánjiùsuǒ,7,research institute,"graduate studies, graduate school, CL:個|个[ge4]",
6255,言論,yánlùn,7,expression of opinion,"views, remarks, arguments",
6256,岩石,yánshí,7,rock,,
6257,延遲,yánchí,7,to delay,"to postpone, to keep putting sth off, to procrastinate, (computing) to lag",
6258,延伸,yánshēn,7,to extend,to spread,
6259,延誤,yánwù,7,to delay,"to be held up, to miss (an opportunity), delay, holdup",
6260,延續,yánxù,7,to continue,"to go on, to last",
6261,沿海,yánhǎi,7,coastal,,
6262,沿途,yántú,7,along the sides of the road,by the wayside,
6263,沿襲,yánxí,7,to carry on as before,to follow (an old custom etc),
6264,沿用,yányòng,7,to continue to use (old methods),"to apply as before, according to usage",
6265,嚴禁,yánjìn,7,to strictly prohibit,,
6266,嚴厲,yánlì,7,severe,strict,
6267,嚴密,yánmì,7,strict,"tight (organization, surveillance etc)",
6268,演變,yǎnbiàn,7,to develop,"to evolve, development, evolution",
6269,演說,yǎnshuō,7,speech,to deliver a speech,
6270,演習,yǎnxí,7,maneuver,"exercise, practice, to maneuver",
6271,眼界,yǎnjiè,7,ken,scope,
6272,眼看,yǎnkàn,7,soon,"in a moment, to look on as sth happens",
6273,衍生,yǎnshēng,7,to give rise to,"to derive, derivative, derivation",
6274,燕窩,yànwō,7,swallow's nest,,
6275,燕子,yànzi,7,swallow,,
6276,央求,yāngqiú,7,to implore,"to plead, to ask earnestly",
6277,仰慕,yǎngmù,7,to admire,,
6278,養分,yǎngfèn,7,nutrient,,
6279,養老,yǎnglǎo,7,to provide for the elderly (family members),to enjoy a life in retirement,
6280,養育,yǎngyù,7,to rear,"to bring up, to nurture",
6281,窯,yáo,7,kiln,"oven, coal pit, cave dwelling, (coll.) brothel",Duplicate Pinyin
6282,搖晃,yáohuang,7,to rock,"to shake, to sway",
6283,謠言,yáoyan,7,rumor,,
6284,遙遠,yáoyuǎn,7,distant,remote,
6285,要點,yàodiǎn,7,main point,essential,
6286,要犯,yàofàn,7,major criminal,,
6287,藥品,yàopǐn,7,medicaments,"medicine, drug",
6288,業績,yèjī,7,achievement,"accomplishment, (in more recent usage) performance (of a business, employee etc), results",
6289,依舊,yījiù,7,as before,still,
6290,依賴,yīlài,7,to depend on,to be dependent on,
6291,依照,yīzhào,7,according to,in light of,
6292,醫療,yīliáo,7,medical treatment,,
6293,醫術,yīshù,7,medical expertise,art of healing,
6294,醫藥,yīyào,7,medical care and medicines,"medicine (drug), medical, pharmaceutical",
6295,一道,yīdào,7,together,,
6296,一度,yīdù,7,for a time,"at one time, one time, once",
6297,一概,yīgài,7,all,"without any exceptions, categorically",
6298,一貫,yīguàn,7,consistent,"constant, from start to finish, all along, persistent",
6299,一律,yīlǜ,7,same,"uniformly, all, without exception",
6300,一味,yīwèi,7,blindly,invariably,
6301,咦,yí,7,expression of surprise,,Duplicate Pinyin
6302,儀表,yíbiǎo,7,appearance,"bearing, meter (i.e. measuring instrument)",
6303,遺產,yíchǎn,7,heritage,"legacy, inheritance, bequest, CL:筆|笔[bi3]",
6304,遺傳,yíchuán,7,heredity,"to inherit (a trait), to pass on (to one's offspring)",
6305,遺憾,yíhàn,7,regret,"to regret, to be sorry that",
6306,遺留,yíliú,7,to leave behind,to hand down,
6307,遺棄,yíqì,7,to leave,to abandon,Duplicate Pinyin
6308,遺體,yítǐ,7,remains (of a dead person),,
6309,遺忘,yíwàng,7,to become forgotten,to forget,
6310,遺志,yízhì,7,"the mission in life of a deceased person, left to others to carry on",,
6311,遺址,yízhǐ,7,ruins,historic relics,
6312,疑慮,yílǜ,7,hesitation,"misgivings, doubt",
6313,移植,yízhí,7,to transplant,,
6314,倚,yǐ,7,to lean on,to rely upon,Duplicate Pinyin
6315,以至,yǐzhì,7,down to,"up to, to such an extent as to ..., also written 以至於|以至于[yi3 zhi4 yu2]",
6316,亦,yì,7,also,,Duplicate Pinyin
6317,一連串,yīliánchuàn,7,a succession of,a series of,
6318,一流,yīliú,7,top quality,front ranking,
6319,一如,yīrú,7,to be just like,,
6320,一心,yīxīn,7,wholeheartedly,heart and soul,
6321,液體,yètǐ,7,liquid,,
6322,抑制,yìzhì,7,to inhibit,"to keep down, to suppress",Duplicate Pinyin
6323,意識到,yìshìdào,7,,,
6324,意圖,yìtú,7,intent,"intention, to intend",
6325,意味,yìwèi,7,meaning,"implication, flavor, overtone, to mean, to imply, (Tw) to get a sense of",
6326,毅力,yìlì,7,perseverance,willpower,
6327,翌日,yìrì,7,next day,,
6328,異常,yìcháng,7,exceptional,"abnormal, an anomaly",
6329,異鄉,yìxiāng,7,foreign land,a place far from home,
6330,議定,yìdìng,7,to reach an agreement,to agree upon,
6331,議論,yìlùn,7,to comment,"to talk about, to discuss, discussion, CL:個|个[ge4]",
6332,議題,yìtí,7,topic of discussion,"topic, subject, issue (under discussion), CL:項|项[xiang4]",
6333,議員,yìyuán,7,member (of a legislative body),representative,
6334,因果,yīnguǒ,7,karma,cause and effect,
6335,陰謀,yīnmóu,7,plot,conspiracy,
6336,陰影,yīnyǐng,7,(lit. and fig.) shadow,,
6337,銀幕,yínmù,7,movie screen,,
6338,銀色,yínsè,7,silver (color),,
6339,銀子,yínzi,7,money,silver,
6340,引導,yǐndǎo,7,to guide,"to lead (around), to conduct, to boot, introduction, primer",
6341,引進,yǐnjìn,7,to recommend,to introduce (from outside),
6342,引擎,yǐnqíng,7,engine (loanword),CL:臺|台[tai2],
6343,隱藏,yǐncáng,7,to hide,"to conceal, to mask, to shelter, to harbor (i.e. keep sth hidden), to hide oneself, to lie low, to nestle, hidden, implicit, private, covert, recessed (lighting)",
6344,隱士,yǐnshì,7,hermit,,
6345,隱約,yǐnyuē,7,vague,"faint, indistinct",
6346,印證,yìnzhèng,7,to seal,"to confirm, to corroborate, to verify",
6347,櫻桃,yīngtáo,7,cherry,,
6348,英勇,yīngyǒng,7,heroic,"gallant, valiant",
6349,英語,yīngyǔ,7,English (language),,
6350,鷹,yīng,7,eagle,"falcon, hawk",
6351,營地,yíngdì,7,camp,,
6352,營造,yíngzào,7,to build (housing),"to construct, to make",
6353,迎合,yínghé,7,to cater to,to pander to,
6354,影射,yǐngshè,7,to refer obliquely to,"to insinuate, innuendo",
